ciudad_id,num_trabajador,refresco_id,rfc_cliente,rfc_tienda,dia_id,cantidad_venta,venta_$
4,1005,7,WAL920304R34,WAL4445556667,11,218,5450.0
2,1003,4,CER881112L67,CHI8889990002,25,46,552.0
3,1008,1,CER881112L67,CHE4445556667,44,164,2460.0
9,1005,2,WAL920304R34,WAL1112223334,42,45,675.0
10,1009,6,SOR900728N45,SOR8889990001,37,111,1332.0
4,1009,8,SEV850615M56,SEV6667778880,21,128,3200.0
5,1009,8,CER881112L67,CHM1112223334,39,116,2900.0
2,1005,4,AXO901201T89,OXI9876543210,18,143,1716.0
7,1001,1,SOR900728N45,SOR9990001112,42,266,3990.0
2,1001,8,WAL920304R34,WAL7778889991,36,54,1350.0
8,1004,1,AXO901201T89,OXL4445556668,17,204,3060.0
7,1003,1,AXO901201T89,OXD8889990002,25,296,4440.0
7,1001,1,SEV850615M56,SEV2223334445,38,123,1845.0
5,1006,9,SEV850615M56,SEV1112223336,29,142,1988.0
5,1004,3,AXO901201T89,OXS8889990001,28,54,810.0
8,1008,1,CER881112L67,CHC2223334446,17,67,1005.0
3,1010,9,SOR900728N45,SOR7778889990,24,72,1008.0
9,1008,1,WAL920304R34,WAL1112223335,21,274,4110.0
6,1001,9,CER881112L67,CHM1112223334,9,35,490.0
7,1009,6,SOR900728N45,SOR9990001112,15,126,1512.0
4,1004,9,SOR900728N45,SOR7778889990,48,22,308.0
6,1006,3,AXO901201T89,OXB4445556669,7,141,2115.0
8,1003,4,AXO901201T89,OXN3334445556,1,41,492.0
1,1007,10,AXO901201T89,OXJ0001112225,8,75,1350.0
6,1003,10,AXO901201T89,OXZ5556667770,12,71,1278.0
10,1004,6,AXO901201T89,OXL4445556668,50,44,528.0
10,1009,2,SEV850615M56,SEV9990001112,16,190,2850.0
1,1010,8,AXO901201T89,OXD8889990002,9,161,4025.0
7,1002,10,CER881112L67,CHM1112223334,32,53,954.0
1,1007,2,WAL920304R34,WAL6667778889,50,78,1170.0
5,1006,7,AXO901201T89,OXA9990001113,25,295,7375.0
7,1002,3,AXO901201T89,OXD8889990002,45,168,2520.0
9,1009,2,WAL920304R34,WAL4445556667,48,105,1575.0
3,1002,4,WAL920304R34,WAL4445556667,33,20,240.0
4,1005,1,SEV850615M56,SEV5556667771,44,66,990.0
5,1004,7,SOR900728N45,SOR6667778889,11,295,7375.0
10,1009,10,CER881112L67,CHP6667778889,8,145,2610.0
1,1010,3,AXO901201T89,OXA9990001113,21,171,2565.0
3,1003,10,AXO901201T89,OXL4445556668,25,49,882.0
4,1009,6,SOR900728N45,SOR6667778889,7,146,1752.0
7,1003,3,AXO901201T89,OXC7778889990,27,200,3000.0
9,1001,7,AXO901201T89,OXC7778889990,28,154,3850.0
1,1009,6,CER881112L67,CHE4445556667,2,123,1476.0
1,1007,3,AXO901201T89,OXC1234567890,33,127,1905.0
10,1010,4,WAL920304R34,WAL6667778889,14,142,1704.0
5,1001,2,SEV850615M56,SEV9990001112,25,163,2445.0
1,1002,10,SEV850615M56,SEV0001112224,36,147,2646.0
9,1003,1,AXO901201T89,OXJ0001112225,40,274,4110.0
4,1003,5,SOR900728N45,SOR0001112223,36,89,1068.0
2,1005,9,WAL920304R34,WAL6667778890,32,109,1526.0
6,1008,1,AXO901201T89,OXG0001112224,32,151,2265.0
3,1008,8,SEV850615M56,SEV4445556667,25,190,4750.0
3,1005,2,AXO901201T89,OXI9876543210,26,79,1185.0
9,1002,3,AXO901201T89,OXB4445556669,8,120,1800.0
4,1008,9,AXO901201T89,OXL4445556668,6,123,1722.0
10,1004,5,SEV850615M56,SEV4445556667,7,48,576.0
5,1006,5,AXO901201T89,OXG0001112224,1,55,660.0
1,1006,6,SOR900728N45,SOR6667778889,34,27,324.0
2,1005,6,AXO901201T89,OXC7778889990,46,92,1104.0
3,1002,5,WAL920304R34,WAL1112223335,8,93,1116.0
3,1006,10,WAL920304R34,WAL5556667778,16,45,810.0
9,1008,1,SOR900728N45,SOR0001112223,28,93,1395.0
1,1001,10,AXO901201T89,OXC1234567890,15,49,882.0
5,1004,2,WAL920304R34,WAL1112223334,7,184,2760.0
6,1007,3,SEV850615M56,SEV4445556667,21,131,1965.0
8,1006,6,AXO901201T89,OXN3334445556,24,43,516.0
3,1009,10,WAL920304R34,WAL5556667778,18,103,1854.0
1,1008,10,CER881112L67,CHM1112223334,2,78,1404.0
8,1001,10,AXO901201T89,OXL2223334445,46,32,576.0
6,1003,9,CER881112L67,CHM1112223334,26,93,1302.0
7,1004,8,WAL920304R34,WAL4445556667,26,56,1400.0
7,1006,6,WAL920304R34,WAL0001112223,42,123,1476.0
10,1004,4,CER881112L67,CHT7778889991,32,62,744.0
8,1010,9,SOR900728N45,SOR6667778889,27,141,1974.0
6,1010,4,WAL920304R34,WAL2223334447,16,126,1512.0
4,1006,6,CER881112L67,CHE4445556667,18,60,720.0
4,1003,9,WAL920304R34,WAL1112223335,44,77,1078.0
5,1002,8,AXO901201T89,OXD8889990002,10,99,2475.0
3,1010,1,WAL920304R34,WAL6667778889,9,173,2595.0
7,1001,5,AXO901201T89,OXX3334445556,9,42,504.0
9,1009,3,SOR900728N45,SOR9990001112,4,48,720.0
3,1007,9,SOR900728N45,SOR7778889990,44,45,630.0
1,1006,10,CER881112L67,CHN3334445558,30,130,2340.0
2,1001,3,SEV850615M56,SEV4445556667,12,188,2820.0
2,1006,10,SEV850615M56,SEV6667778880,50,72,1296.0
5,1006,1,AXO901201T89,OXD8889990002,9,228,3420.0
10,1009,6,CER881112L67,CHI8889990002,36,23,276.0
9,1010,1,AXO901201T89,OXP3334445557,3,294,4410.0
4,1006,8,AXO901201T89,OXJ0001112225,29,120,3000.0
4,1001,9,CER881112L67,CHS5556667778,43,73,1022.0
6,1007,8,CER881112L67,CHS5556667778,12,197,4925.0
3,1002,4,AXO901201T89,OXL2223334445,35,33,396.0
4,1009,2,AXO901201T89,OXD8889990002,50,143,2145.0
9,1008,3,CER881112L67,CHM1112223334,45,121,1815.0
4,1010,4,SEV850615M56,SEV3334445556,7,53,636.0
10,1007,5,SOR900728N45,SOR7778889990,41,143,1716.0
1,1004,9,AXO901201T89,OXI9876543210,32,115,1610.0
7,1001,5,SEV850615M56,SEV4445556667,20,65,780.0
4,1004,8,WAL920304R34,WAL6667778890,32,73,1825.0
1,1003,4,SEV850615M56,SEV9990001112,41,149,1788.0
7,1007,2,SOR900728N45,SOR6667778889,35,53,795.0
4,1005,8,WAL920304R34,WAL6667778890,43,43,1075.0
2,1006,1,WAL920304R34,WAL7778889991,36,208,3120.0
2,1007,1,AXO901201T89,OXX3334445556,9,150,2250.0
9,1002,6,CER881112L67,CHN3334445558,15,20,240.0
9,1004,7,SEV850615M56,SEV5556667771,36,169,4225.0
1,1003,9,SEV850615M56,SEV6667778880,28,102,1428.0
1,1006,8,AXO901201T89,OXP9990001112,43,54,1350.0
4,1005,10,SEV850615M56,SEV5556667771,30,66,1188.0
1,1007,2,AXO901201T89,OXX3334445556,49,134,2010.0
2,1001,8,SEV850615M56,SEV2223334445,29,98,2450.0
3,1006,8,AXO901201T89,OXC1234567890,7,160,4000.0
5,1002,8,AXO901201T89,OXB4445556669,43,96,2400.0
5,1004,4,WAL920304R34,WAL1112223335,11,118,1416.0
10,1010,3,SEV850615M56,SEV2223334445,39,32,480.0
8,1003,9,AXO901201T89,OXL2223334445,39,84,1176.0
10,1008,2,WAL920304R34,WAL5556667778,34,89,1335.0
8,1002,4,SOR900728N45,SOR0001112223,26,61,732.0
4,1009,4,WAL920304R34,WAL0001112223,2,106,1272.0
5,1006,10,SOR900728N45,SOR7778889990,32,118,2124.0
2,1006,5,WAL920304R34,WAL5556667778,44,86,1032.0
10,1004,9,CER881112L67,CHP6667778889,5,65,910.0
10,1006,10,CER881112L67,CHC2223334446,43,124,2232.0
7,1004,10,AXO901201T89,OXN3334445556,28,109,1962.0
10,1005,8,AXO901201T89,OXI9876543210,6,149,3725.0
9,1001,8,WAL920304R34,WAL5556667778,40,44,1100.0
4,1001,10,SOR900728N45,SOR0001112223,21,93,1674.0
5,1001,8,SEV850615M56,SEV1112223336,36,137,3425.0
5,1010,6,SOR900728N45,SOR9990001112,39,146,1752.0
10,1008,7,CER881112L67,CHP6667778889,31,202,5050.0
9,1005,7,SOR900728N45,SOR8889990001,40,190,4750.0
4,1005,6,WAL920304R34,WAL7778889991,13,144,1728.0
6,1008,2,WAL920304R34,WAL1112223335,46,126,1890.0
9,1007,2,AXO901201T89,OXL2223334445,2,52,780.0
5,1010,9,AXO901201T89,OXG0001112224,21,84,1176.0
1,1001,8,WAL920304R34,WAL4445556667,45,61,1525.0
8,1006,1,AXO901201T89,OXS8889990001,17,282,4230.0
3,1007,10,AXO901201T89,OXD8889990002,38,121,2178.0
6,1001,7,WAL920304R34,WAL5556667778,37,69,1725.0
3,1007,4,AXO901201T89,OXL2223334445,4,56,672.0
3,1003,4,WAL920304R34,WAL6667778889,28,31,372.0
7,1006,1,AXO901201T89,OXA9990001113,22,220,3300.0
2,1010,10,CER881112L67,CHM1112223334,37,116,2088.0
3,1001,4,CER881112L67,CHS5556667778,48,119,1428.0
9,1005,8,SEV850615M56,SEV5556667771,22,103,2575.0
1,1007,6,WAL920304R34,WAL6667778890,32,27,324.0
6,1010,5,AXO901201T89,OXL4445556668,45,34,408.0
5,1005,5,AXO901201T89,OXH1112223337,49,75,900.0
10,1008,4,AXO901201T89,OXC1234567890,11,39,468.0
7,1010,6,WAL920304R34,WAL2223334447,26,104,1248.0
6,1009,4,AXO901201T89,OXD8889990002,30,126,1512.0
4,1008,6,AXO901201T89,OXB4445556669,20,80,960.0
6,1003,8,SEV850615M56,SEV2223334445,27,147,3675.0
2,1001,5,AXO901201T89,OXB4445556669,41,89,1068.0
7,1007,5,WAL920304R34,WAL1112223335,30,76,912.0
2,1006,7,AXO901201T89,OXL2223334445,8,131,3275.0
10,1003,8,SEV850615M56,SEV3334445556,6,144,3600.0
6,1009,7,SEV850615M56,SEV3334445556,37,180,4500.0
6,1003,10,AXO901201T89,OXC1234567890,12,129,2322.0
3,1009,10,WAL920304R34,WAL6667778889,49,22,396.0
5,1005,6,CER881112L67,CHI8889990002,50,131,1572.0
5,1006,7,AXO901201T89,OXD8889990002,37,274,6850.0
2,1001,2,WAL920304R34,WAL1112223334,42,106,1590.0
6,1009,5,CER881112L67,CHT7778889991,30,141,1692.0
6,1003,7,SEV850615M56,SEV4445556667,20,219,5475.0
6,1006,6,WAL920304R34,WAL7778889991,12,111,1332.0
7,1003,4,AXO901201T89,OXA9990001113,23,63,756.0
2,1008,5,AXO901201T89,OXX3334445556,5,121,1452.0
10,1009,9,AXO901201T89,OXN3334445556,13,74,1036.0
3,1004,3,CER881112L67,CHE4445556667,27,188,2820.0
7,1006,8,SEV850615M56,SEV1112223336,30,46,1150.0
6,1009,8,CER881112L67,CHP6667778889,26,155,3875.0
2,1010,2,AXO901201T89,OXZ5556667770,3,197,2955.0
4,1003,10,SOR900728N45,SOR0001112223,45,134,2412.0
3,1003,9,WAL920304R34,WAL5556667778,33,63,882.0
4,1006,4,AXO901201T89,OXC7778889990,47,86,1032.0
7,1005,10,AXO901201T89,OXB4445556669,46,23,414.0
6,1004,3,SEV850615M56,SEV0001112224,14,148,2220.0
7,1010,6,WAL920304R34,WAL0001112223,44,39,468.0
3,1001,4,AXO901201T89,OXJ0001112225,41,26,312.0
4,1009,10,WAL920304R34,WAL1112223334,29,143,2574.0
10,1002,8,AXO901201T89,OXP3334445557,29,96,2400.0
4,1008,9,SEV850615M56,SEV5556667779,43,82,1148.0
2,1002,2,SEV850615M56,SEV3334445556,43,136,2040.0
4,1007,8,AXO901201T89,OXL4445556668,3,184,4600.0
1,1006,4,SEV850615M56,SEV5556667779,10,110,1320.0
5,1010,10,AXO901201T89,OXB4445556669,23,20,360.0
4,1002,3,AXO901201T89,OXB4445556669,45,56,840.0
1,1004,4,AXO901201T89,OXZ5556667770,8,33,396.0
9,1002,4,SOR900728N45,SOR0001112223,31,35,420.0
9,1005,5,AXO901201T89,OXX3334445556,21,60,720.0
7,1003,3,SOR900728N45,SOR9990001112,40,93,1395.0
10,1002,10,CER881112L67,CHP6667778889,44,33,594.0
10,1002,8,AXO901201T89,OXP3334445557,36,123,3075.0
10,1008,3,AXO901201T89,OXJ0001112225,6,146,2190.0
1,1008,2,SEV850615M56,SEV5556667771,28,180,2700.0
4,1003,5,AXO901201T89,OXM9990001114,5,134,1608.0
4,1008,1,AXO901201T89,OXG0001112224,16,157,2355.0
7,1003,10,WAL920304R34,WAL6667778890,40,31,558.0
8,1003,10,CER881112L67,CHE4445556667,40,135,2430.0
8,1009,10,WAL920304R34,WAL4445556667,9,67,1206.0
3,1002,7,CER881112L67,CHP6667778889,13,270,6750.0
5,1010,7,AXO901201T89,OXL4445556668,33,172,4300.0
5,1002,8,AXO901201T89,OXC1234567890,11,107,2675.0
5,1010,10,SOR900728N45,SOR9990001112,19,139,2502.0
8,1006,9,SOR900728N45,SOR9990001112,12,89,1246.0
1,1005,2,SEV850615M56,SEV1112223336,19,54,810.0
6,1009,7,CER881112L67,CHI8889990002,36,153,3825.0
9,1004,5,WAL920304R34,WAL7778889991,42,79,948.0
10,1004,5,AXO901201T89,OXJ0001112225,20,143,1716.0
6,1003,2,AXO901201T89,OXI9876543210,47,33,495.0
2,1007,2,WAL920304R34,WAL1112223334,23,119,1785.0
1,1004,5,AXO901201T89,OXI9876543210,2,109,1308.0
7,1009,10,CER881112L67,CHE4445556667,44,66,1188.0
5,1006,5,CER881112L67,CHM1112223334,40,129,1548.0
8,1003,8,SOR900728N45,SOR0001112223,3,160,4000.0
10,1001,2,AXO901201T89,OXB4445556669,28,80,1200.0
1,1001,5,AXO901201T89,OXB4445556669,32,72,864.0
7,1006,8,CER881112L67,CHS5556667778,46,58,1450.0
6,1010,8,AXO901201T89,OXM9990001114,32,109,2725.0
5,1005,2,AXO901201T89,OXX3334445556,37,73,1095.0
8,1005,7,SOR900728N45,SOR9990001112,3,131,3275.0
6,1009,1,WAL920304R34,WAL4445556667,11,267,4005.0
5,1010,2,AXO901201T89,OXA9990001113,48,146,2190.0
4,1007,3,SOR900728N45,SOR9990001112,39,142,2130.0
2,1009,1,CER881112L67,CHE4445556667,6,180,2700.0
3,1004,8,AXO901201T89,OXC7778889990,35,178,4450.0
5,1001,7,SOR900728N45,SOR9990001112,8,128,3200.0
2,1010,1,AXO901201T89,OXP9990001112,48,255,3825.0
10,1004,10,SOR900728N45,SOR6667778889,46,23,414.0
6,1008,9,AXO901201T89,OXC1234567890,6,106,1484.0
6,1008,6,AXO901201T89,OXC1234567890,49,69,828.0
1,1006,1,WAL920304R34,WAL5556667778,47,138,2070.0
1,1002,4,AXO901201T89,OXM9990001114,35,126,1512.0
5,1002,10,SEV850615M56,SEV1112223336,30,94,1692.0
9,1002,1,AXO901201T89,OXR1112223334,13,101,1515.0
7,1002,7,CER881112L67,CHC2223334446,20,97,2425.0
8,1009,3,AXO901201T89,OXS8889990001,45,31,465.0
5,1005,9,SOR900728N45,SOR6667778889,5,83,1162.0
3,1001,10,AXO901201T89,OXP3334445557,33,113,2034.0
3,1007,6,AXO901201T89,OXI9876543210,38,23,276.0
6,1006,10,SOR900728N45,SOR7778889990,20,92,1656.0
9,1009,1,CER881112L67,CHS5556667778,22,283,4245.0
7,1010,2,AXO901201T89,OXJ0001112225,22,62,930.0
3,1006,4,AXO901201T89,OXC1234567890,49,46,552.0
2,1001,1,AXO901201T89,OXB4445556669,17,93,1395.0
3,1005,5,AXO901201T89,OXM9990001114,37,22,264.0
6,1009,10,SOR900728N45,SOR6667778889,29,36,648.0
10,1006,1,AXO901201T89,OXR1112223334,33,122,1830.0
8,1001,3,AXO901201T89,OXC7778889990,8,135,2025.0
7,1009,8,AXO901201T89,OXD8889990002,45,40,1000.0
10,1001,1,SEV850615M56,SEV1112223336,7,201,3015.0
6,1009,9,AXO901201T89,OXL2223334445,44,45,630.0
10,1010,5,CER881112L67,CHT7778889991,27,93,1116.0
6,1004,4,WAL920304R34,WAL6667778889,1,129,1548.0
2,1009,10,AXO901201T89,OXC7778889990,19,29,522.0
3,1004,1,AXO901201T89,OXP9990001112,31,165,2475.0
8,1001,6,SEV850615M56,SEV4445556667,12,41,492.0
2,1009,9,CER881112L67,CHS5556667778,3,65,910.0
1,1003,10,SEV850615M56,SEV5556667779,21,87,1566.0
5,1007,2,AXO901201T89,OXG0001112224,35,42,630.0
6,1004,7,SEV850615M56,SEV2223334445,29,185,4625.0
3,1007,4,WAL920304R34,WAL6667778890,4,98,1176.0
6,1001,4,CER881112L67,CHI8889990002,50,24,288.0
8,1005,6,SEV850615M56,SEV5556667779,48,128,1536.0
7,1002,6,AXO901201T89,OXL4445556668,33,48,576.0
7,1009,3,AXO901201T89,OXG0001112224,45,81,1215.0
3,1005,4,AXO901201T89,OXA9990001113,42,86,1032.0
6,1001,1,WAL920304R34,WAL2223334447,11,76,1140.0
4,1007,6,SOR900728N45,SOR0001112223,26,133,1596.0
7,1002,9,AXO901201T89,OXI9876543210,47,27,378.0
4,1003,6,AXO901201T89,OXH1112223337,34,131,1572.0
5,1007,6,WAL920304R34,WAL4445556667,50,69,828.0
6,1001,2,AXO901201T89,OXX3334445556,47,185,2775.0
5,1004,6,SEV850615M56,SEV4445556667,19,44,528.0
9,1002,10,SOR900728N45,SOR7778889990,13,144,2592.0
1,1008,2,AXO901201T89,OXR1112223334,8,186,2790.0
5,1001,4,SEV850615M56,SEV0001112224,17,27,324.0
1,1005,2,AXO901201T89,OXB4445556669,47,115,1725.0
10,1001,2,SEV850615M56,SEV0001112224,47,185,2775.0
4,1005,6,CER881112L67,CHC2223334446,49,125,1500.0
6,1007,9,AXO901201T89,OXA9990001113,46,108,1512.0
6,1005,4,CER881112L67,CHT7778889991,5,89,1068.0
2,1007,3,CER881112L67,CHT7778889991,38,46,690.0
3,1007,10,SOR900728N45,SOR9990001112,23,90,1620.0
9,1005,4,AXO901201T89,OXI9876543210,46,127,1524.0
8,1002,9,WAL920304R34,WAL6667778889,15,84,1176.0
6,1009,7,AXO901201T89,OXC7778889990,47,298,7450.0
10,1010,4,AXO901201T89,OXR1112223334,14,110,1320.0
1,1007,10,AXO901201T89,OXX3334445556,48,20,360.0
8,1005,7,SEV850615M56,SEV5556667779,12,247,6175.0
9,1001,4,SEV850615M56,SEV6667778880,34,52,624.0
3,1003,1,WAL920304R34,WAL4445556667,23,146,2190.0
7,1005,3,CER881112L67,CHC2223334446,40,190,2850.0
3,1009,5,SOR900728N45,SOR0001112223,8,29,348.0
8,1005,3,WAL920304R34,WAL0001112223,6,51,765.0
5,1002,4,CER881112L67,CHT7778889991,11,39,468.0
2,1006,4,AXO901201T89,OXC7778889990,34,106,1272.0
3,1002,9,WAL920304R34,WAL6667778889,7,67,938.0
10,1008,2,AXO901201T89,OXA9990001113,48,57,855.0
1,1009,1,SOR900728N45,SOR0001112223,16,269,4035.0
6,1010,5,SEV850615M56,SEV9990001112,48,78,936.0
9,1006,1,WAL920304R34,WAL6667778890,17,227,3405.0
6,1010,2,CER881112L67,CHI8889990002,31,45,675.0
1,1006,7,SEV850615M56,SEV2223334445,34,237,5925.0
2,1005,1,SEV850615M56,SEV3334445556,27,204,3060.0
2,1004,9,CER881112L67,CHT7778889991,29,97,1358.0
7,1007,4,AXO901201T89,OXH1112223337,15,69,828.0
2,1007,8,SEV850615M56,SEV9990001112,14,116,2900.0
8,1004,9,CER881112L67,CHT7778889991,17,74,1036.0
2,1003,9,SEV850615M56,SEV1112223336,9,36,504.0
6,1007,4,AXO901201T89,OXI9876543210,27,26,312.0
4,1006,9,WAL920304R34,WAL4445556667,1,73,1022.0
9,1007,4,WAL920304R34,WAL7778889991,17,85,1020.0
2,1001,6,AXO901201T89,OXP9990001112,49,100,1200.0
10,1001,5,AXO901201T89,OXI9876543210,25,64,768.0
4,1002,10,AXO901201T89,OXZ5556667770,6,73,1314.0
3,1008,4,AXO901201T89,OXM9990001114,6,57,684.0
6,1006,6,CER881112L67,CHE4445556667,41,22,264.0
6,1004,5,SOR900728N45,SOR0001112223,12,27,324.0
3,1008,9,AXO901201T89,OXS8889990001,43,39,546.0
6,1008,8,SEV850615M56,SEV3334445556,38,43,1075.0
5,1004,1,AXO901201T89,OXI9876543210,26,237,3555.0
4,1010,5,WAL920304R34,WAL1112223334,33,122,1464.0
3,1007,6,CER881112L67,CHM1112223334,25,42,504.0
2,1006,1,CER881112L67,CHM1112223334,31,280,4200.0
9,1004,9,CER881112L67,CHM1112223334,14,24,336.0
5,1010,4,AXO901201T89,OXC1234567890,28,22,264.0
3,1005,10,SEV850615M56,SEV9990001112,46,142,2556.0
7,1007,7,CER881112L67,CHI8889990002,25,199,4975.0
1,1001,6,AXO901201T89,OXJ0001112225,17,69,828.0
10,1008,8,AXO901201T89,OXH1112223337,46,162,4050.0
7,1001,4,CER881112L67,CHP6667778889,21,38,456.0
10,1006,3,AXO901201T89,OXL2223334445,35,159,2385.0
2,1009,2,SEV850615M56,SEV4445556667,18,134,2010.0
7,1010,5,SEV850615M56,SEV9990001112,50,119,1428.0
1,1005,5,AXO901201T89,OXP9990001112,23,84,1008.0
3,1009,8,CER881112L67,CHN3334445558,24,117,2925.0
7,1006,10,AXO901201T89,OXA9990001113,12,35,630.0
8,1001,8,AXO901201T89,OXI9876543210,13,101,2525.0
9,1005,6,SOR900728N45,SOR7778889990,35,100,1200.0
9,1002,4,SOR900728N45,SOR9990001112,37,124,1488.0
4,1006,2,WAL920304R34,WAL6667778889,7,141,2115.0
10,1002,1,AXO901201T89,OXC1234567890,1,150,2250.0
10,1001,6,AXO901201T89,OXR1112223334,46,66,792.0
7,1009,8,CER881112L67,CHP6667778889,36,34,850.0
4,1001,6,SOR900728N45,SOR6667778889,41,145,1740.0
1,1010,3,SOR900728N45,SOR9990001112,36,79,1185.0
6,1002,5,CER881112L67,CHN3334445558,2,64,768.0
5,1002,5,SEV850615M56,SEV1112223336,21,102,1224.0
2,1009,3,CER881112L67,CHS5556667778,37,117,1755.0
3,1010,3,SEV850615M56,SEV1112223336,33,145,2175.0
5,1004,10,AXO901201T89,OXZ5556667770,10,73,1314.0
9,1001,7,AXO901201T89,OXM9990001114,6,139,3475.0
9,1002,5,SEV850615M56,SEV9990001112,9,23,276.0
7,1004,7,AXO901201T89,OXS8889990001,27,55,1375.0
6,1002,2,CER881112L67,CHM1112223334,33,172,2580.0
10,1007,8,CER881112L67,CHI8889990002,22,192,4800.0
9,1004,6,CER881112L67,CHT7778889991,40,102,1224.0
4,1002,3,AXO901201T89,OXP9990001112,11,182,2730.0
9,1001,6,AXO901201T89,OXA9990001113,13,64,768.0
9,1010,3,CER881112L67,CHP6667778889,14,171,2565.0
2,1004,10,SEV850615M56,SEV3334445556,15,107,1926.0
5,1008,10,AXO901201T89,OXH1112223337,50,144,2592.0
10,1005,8,CER881112L67,CHS5556667778,40,125,3125.0
5,1006,8,AXO901201T89,OXP3334445557,27,179,4475.0
3,1002,7,AXO901201T89,OXR1112223334,16,91,2275.0
8,1008,7,WAL920304R34,WAL1112223334,45,134,3350.0
3,1001,1,AXO901201T89,OXD8889990002,31,258,3870.0
1,1007,2,AXO901201T89,OXD8889990002,5,193,2895.0
4,1002,3,AXO901201T89,OXJ0001112225,23,123,1845.0
5,1006,10,AXO901201T89,OXM9990001114,25,29,522.0
9,1009,5,WAL920304R34,WAL2223334447,24,121,1452.0
1,1002,9,CER881112L67,CHC2223334446,3,90,1260.0
3,1008,10,CER881112L67,CHP6667778889,7,126,2268.0
7,1005,1,AXO901201T89,OXS8889990001,43,222,3330.0
5,1009,6,AXO901201T89,OXH1112223337,30,82,984.0
2,1007,9,AXO901201T89,OXZ5556667770,26,85,1190.0
4,1009,1,CER881112L67,CHP6667778889,38,290,4350.0
1,1008,2,AXO901201T89,OXZ5556667770,34,156,2340.0
7,1010,4,AXO901201T89,OXB4445556669,9,111,1332.0
7,1005,7,WAL920304R34,WAL0001112223,11,290,7250.0
9,1003,1,SEV850615M56,SEV2223334445,31,222,3330.0
1,1009,5,WAL920304R34,WAL5556667778,21,61,732.0
7,1009,8,WAL920304R34,WAL0001112223,28,191,4775.0
7,1010,7,CER881112L67,CHT7778889991,34,171,4275.0
5,1005,4,WAL920304R34,WAL6667778890,24,23,276.0
6,1009,5,WAL920304R34,WAL6667778890,5,49,588.0
1,1007,9,CER881112L67,CHE4445556667,30,149,2086.0
1,1009,5,WAL920304R34,WAL5556667778,4,81,972.0
9,1007,4,WAL920304R34,WAL1112223335,23,121,1452.0
1,1005,2,SOR900728N45,SOR8889990001,12,145,2175.0
5,1009,4,SOR900728N45,SOR6667778889,36,106,1272.0
1,1005,5,WAL920304R34,WAL2223334447,22,125,1500.0
4,1003,1,WAL920304R34,WAL0001112223,22,123,1845.0
6,1001,6,AXO901201T89,OXZ5556667770,37,138,1656.0
8,1003,3,AXO901201T89,OXM9990001114,28,137,2055.0
8,1004,8,SEV850615M56,SEV6667778880,17,33,825.0
9,1010,8,AXO901201T89,OXS8889990001,15,186,4650.0
6,1007,5,AXO901201T89,OXL2223334445,35,40,480.0
1,1002,5,WAL920304R34,WAL7778889991,7,47,564.0
1,1009,9,SOR900728N45,SOR9990001112,23,115,1610.0
1,1006,4,AXO901201T89,OXP9990001112,38,117,1404.0
1,1004,3,WAL920304R34,WAL1112223334,20,130,1950.0
8,1009,2,WAL920304R34,WAL5556667778,20,77,1155.0
5,1009,1,SEV850615M56,SEV4445556667,17,180,2700.0
2,1005,4,WAL920304R34,WAL2223334447,43,115,1380.0
7,1007,9,AXO901201T89,OXA9990001113,11,111,1554.0
7,1005,5,SEV850615M56,SEV0001112224,41,128,1536.0
1,1002,8,SOR900728N45,SOR9990001112,42,200,5000.0
8,1006,5,AXO901201T89,OXG0001112224,9,96,1152.0
2,1004,3,AXO901201T89,OXP9990001112,13,97,1455.0
7,1006,4,AXO901201T89,OXM9990001114,23,56,672.0
9,1003,8,CER881112L67,CHP6667778889,22,94,2350.0
5,1005,3,WAL920304R34,WAL1112223334,9,189,2835.0
8,1004,2,CER881112L67,CHE4445556667,41,96,1440.0
6,1002,9,SOR900728N45,SOR0001112223,39,82,1148.0
8,1006,6,WAL920304R34,WAL1112223334,44,60,720.0
4,1002,1,AXO901201T89,OXL4445556668,9,212,3180.0
3,1006,5,AXO901201T89,OXJ0001112225,24,52,624.0
4,1007,10,CER881112L67,CHI8889990002,37,51,918.0
4,1008,7,SEV850615M56,SEV5556667771,13,70,1750.0
10,1002,3,AXO901201T89,OXA9990001113,3,134,2010.0
10,1006,7,CER881112L67,CHT7778889991,37,95,2375.0
2,1003,10,AXO901201T89,OXS8889990001,26,138,2484.0
9,1010,5,AXO901201T89,OXP9990001112,40,32,384.0
10,1008,3,CER881112L67,CHE4445556667,8,108,1620.0
4,1001,6,AXO901201T89,OXR1112223334,4,81,972.0
5,1006,8,CER881112L67,CHE4445556667,11,169,4225.0
5,1007,4,WAL920304R34,WAL6667778890,42,62,744.0
7,1005,4,AXO901201T89,OXP9990001112,20,126,1512.0
5,1004,8,CER881112L67,CHI8889990002,39,162,4050.0
10,1004,1,AXO901201T89,OXB4445556669,34,145,2175.0
2,1006,5,AXO901201T89,OXZ5556667770,20,124,1488.0
6,1002,2,WAL920304R34,WAL5556667778,18,73,1095.0
8,1007,6,SEV850615M56,SEV4445556667,32,123,1476.0
8,1003,8,WAL920304R34,WAL1112223335,20,90,2250.0
1,1007,10,SOR900728N45,SOR8889990001,23,109,1962.0
5,1001,2,SEV850615M56,SEV0001112224,23,124,1860.0
6,1006,2,WAL920304R34,WAL2223334447,35,85,1275.0
3,1008,4,AXO901201T89,OXA9990001113,6,59,708.0
